antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
job=blue-collar,housing=yes,0.13386273397617698,0.36585365853658536,0.0822461712989223,0.614406779661017,1.6793785310734464,1.0,0.033272000332028276,1.6445993031358885,0.46706411038095885,0.1970108695652174,0.39194915254237295,0.4196064906057023,1,1
job=blue-collar,"default=no, housing=yes",0.13386273397617698,0.36037058044999054,0.08054452637549632,0.6016949152542372,1.669656037135184,1.0,0.03230433523187875,1.6058781171681085,0.4630608360927407,0.1946983546617916,0.3772877347855929,0.4125998185924911,1,2
"duration_bin=high, education=secondary",housing=yes,0.12308564946114578,0.36585365853658536,0.07487237663074305,0.608294930875576,1.6626728110599076,1.0,0.029841041462031176,1.6189383070301289,0.4545013524638362,0.18082191780821916,0.3823112371499467,0.4064730468331368,2,1
age_bin=61+,"loan=no, marital=married",0.09491397239553791,0.4698430705237285,0.0737379466817924,0.7768924302788844,1.653514713780692,1.0,0.029143274455868465,2.3762390946168597,0.43667411204490797,0.15017327685791296,0.5791669271558558,0.4669170400891404,1,2
pdays_bin=never_contacted,previous_bin=0,0.6398184912081679,0.6398184912081679,0.6398184912081679,1.0,1.5629432624113475,1.0,0.23045078951627146,inf,1.0,1.0,1.0,1.0,1,1
previous_bin=0,pdays_bin=never_contacted,0.6398184912081679,0.6398184912081679,0.6398184912081679,1.0,1.5629432624113475,1.0,0.23045078951627146,inf,1.0,1.0,1.0,1.0,1,1
"job=admin., pdays_bin=never_contacted",previous_bin=0,0.07222537341652487,0.6398184912081679,0.07222537341652487,1.0,1.5629432624113475,1.0,0.026014243970217406,inf,0.388220908905645,0.11288416075650118,1.0,0.5564420803782506,2,1
"job=admin., previous_bin=0",pdays_bin=never_contacted,0.07222537341652487,0.6398184912081679,0.07222537341652487,1.0,1.5629432624113475,1.0,0.026014243970217406,inf,0.388220908905645,0.11288416075650118,1.0,0.5564420803782506,2,1
"job=blue-collar, poutcome=unknown",previous_bin=0,0.09907354887502363,0.6398184912081679,0.09907354887502363,1.0,1.5629432624113475,1.0,0.035684460315167324,inf,0.39979013641133254,0.15484633569739953,1.0,0.5774231678486997,2,1
"job=blue-collar, poutcome=unknown",pdays_bin=never_contacted,0.09907354887502363,0.6398184912081679,0.09907354887502363,1.0,1.5629432624113475,1.0,0.035684460315167324,inf,0.39979013641133254,0.15484633569739953,1.0,0.5774231678486997,2,1
"job=blue-collar, pdays_bin=never_contacted",previous_bin=0,0.09907354887502363,0.6398184912081679,0.09907354887502363,1.0,1.5629432624113475,1.0,0.035684460315167324,inf,0.39979013641133254,0.15484633569739953,1.0,0.5774231678486997,2,1
"job=blue-collar, previous_bin=0",pdays_bin=never_contacted,0.09907354887502363,0.6398184912081679,0.09907354887502363,1.0,1.5629432624113475,1.0,0.035684460315167324,inf,0.39979013641133254,0.15484633569739953,1.0,0.5774231678486997,2,1
"job=management, poutcome=unknown",previous_bin=0,0.14728682170542637,0.6398184912081679,0.14728682170542637,1.0,1.5629432624113475,1.0,0.05304998966701403,inf,0.4223946784922395,0.23020094562647755,1.0,0.6151004728132388,2,1
"job=management, poutcome=unknown",pdays_bin=never_contacted,0.14728682170542637,0.6398184912081679,0.14728682170542637,1.0,1.5629432624113475,1.0,0.05304998966701403,inf,0.4223946784922395,0.23020094562647755,1.0,0.6151004728132388,2,1
"job=management, pdays_bin=never_contacted",previous_bin=0,0.14728682170542637,0.6398184912081679,0.14728682170542637,1.0,1.5629432624113475,1.0,0.05304998966701403,inf,0.4223946784922395,0.23020094562647755,1.0,0.6151004728132388,2,1
"job=management, previous_bin=0",pdays_bin=never_contacted,0.14728682170542637,0.6398184912081679,0.14728682170542637,1.0,1.5629432624113475,1.0,0.05304998966701403,inf,0.4223946784922395,0.23020094562647755,1.0,0.6151004728132388,2,1
"job=retired, pdays_bin=never_contacted",previous_bin=0,0.05861221402911704,0.6398184912081679,0.05861221402911704,1.0,1.5629432624113475,1.0,0.021111035682637162,inf,0.3826069491865836,0.09160756501182034,1.0,0.5458037825059102,2,1
"job=retired, previous_bin=0",pdays_bin=never_contacted,0.05861221402911704,0.6398184912081679,0.05861221402911704,1.0,1.5629432624113475,1.0,0.021111035682637162,inf,0.3826069491865836,0.09160756501182034,1.0,0.5458037825059102,2,1
"job=technician, poutcome=unknown",previous_bin=0,0.10550198525241067,0.6398184912081679,0.10550198525241067,1.0,1.5629432624113475,1.0,0.03799986422874689,inf,0.40266328471781854,0.16489361702127658,1.0,0.5824468085106382,2,1
"job=technician, poutcome=unknown",pdays_bin=never_contacted,0.10550198525241067,0.6398184912081679,0.10550198525241067,1.0,1.5629432624113475,1.0,0.03799986422874689,inf,0.40266328471781854,0.16489361702127658,1.0,0.5824468085106382,2,1
"job=technician, pdays_bin=never_contacted",previous_bin=0,0.10550198525241067,0.6398184912081679,0.10550198525241067,1.0,1.5629432624113475,1.0,0.03799986422874689,inf,0.40266328471781854,0.16489361702127658,1.0,0.5824468085106382,2,1
"job=technician, previous_bin=0",pdays_bin=never_contacted,0.10550198525241067,0.6398184912081679,0.10550198525241067,1.0,1.5629432624113475,1.0,0.03799986422874689,inf,0.40266328471781854,0.16489361702127658,1.0,0.5824468085106382,2,1
"marital=divorced, poutcome=unknown",previous_bin=0,0.08281338627339761,0.6398184912081679,0.08281338627339761,1.0,1.5629432624113475,1.0,0.029827850416113147,inf,0.3927025355596784,0.12943262411347517,1.0,0.5647163120567376,2,1
"marital=divorced, poutcome=unknown",pdays_bin=never_contacted,0.08281338627339761,0.6398184912081679,0.08281338627339761,1.0,1.5629432624113475,1.0,0.029827850416113147,inf,0.3927025355596784,0.12943262411347517,1.0,0.5647163120567376,2,1
"marital=divorced, pdays_bin=never_contacted",previous_bin=0,0.08281338627339761,0.6398184912081679,0.08281338627339761,1.0,1.5629432624113475,1.0,0.029827850416113147,inf,0.3927025355596784,0.12943262411347517,1.0,0.5647163120567376,2,1
"marital=divorced, previous_bin=0",pdays_bin=never_contacted,0.08281338627339761,0.6398184912081679,0.08281338627339761,1.0,1.5629432624113475,1.0,0.029827850416113147,inf,0.3927025355596784,0.12943262411347517,1.0,0.5647163120567376,2,1
"marital=married, pdays_bin=never_contacted",previous_bin=0,0.3223671771601437,0.6398184912081679,0.3223671771601437,1.0,1.5629432624113475,1.0,0.11611069625450438,inf,0.5315290178571428,0.5038416075650117,1.0,0.7519208037825058,2,1
"marital=married, previous_bin=0",pdays_bin=never_contacted,0.3223671771601437,0.6398184912081679,0.3223671771601437,1.0,1.5629432624113475,1.0,0.11611069625450438,inf,0.5315290178571428,0.5038416075650117,1.0,0.7519208037825058,2,1
"marital=single, pdays_bin=never_contacted",previous_bin=0,0.23463792777462658,0.6398184912081679,0.23463792777462658,1.0,1.5629432624113475,1.0,0.08451224284565392,inf,0.4706027667984189,0.366725768321513,1.0,0.6833628841607565,2,1
"marital=single, previous_bin=0",pdays_bin=never_contacted,0.23463792777462658,0.6398184912081679,0.23463792777462658,1.0,1.5629432624113475,1.0,0.08451224284565392,inf,0.4706027667984189,0.366725768321513,1.0,0.6833628841607565,2,1
"education=primary, poutcome=unknown",previous_bin=0,0.07903195311022877,0.6398184912081679,0.07903195311022877,1.0,1.5629432624113475,1.0,0.028465848114007528,inf,0.3910901252309587,0.12352245862884159,1.0,0.5617612293144207,2,1
"education=primary, poutcome=unknown",pdays_bin=never_contacted,0.07903195311022877,0.6398184912081679,0.07903195311022877,1.0,1.5629432624113475,1.0,0.028465848114007528,inf,0.3910901252309587,0.12352245862884159,1.0,0.5617612293144207,2,1
"education=primary, pdays_bin=never_contacted",previous_bin=0,0.07903195311022877,0.6398184912081679,0.07903195311022877,1.0,1.5629432624113475,1.0,0.028465848114007528,inf,0.3910901252309587,0.12352245862884159,1.0,0.5617612293144207,2,1
"education=primary, previous_bin=0",pdays_bin=never_contacted,0.07903195311022877,0.6398184912081679,0.07903195311022877,1.0,1.5629432624113475,1.0,0.028465848114007528,inf,0.3910901252309587,0.12352245862884159,1.0,0.5617612293144207,2,1
"education=secondary, pdays_bin=never_contacted",previous_bin=0,0.30156929476271505,0.6398184912081679,0.30156929476271505,1.0,1.5629432624113475,1.0,0.10861968359292345,inf,0.5157011369788846,0.47133569739952713,1.0,0.7356678486997635,2,1
"education=secondary, previous_bin=0",pdays_bin=never_contacted,0.30156929476271505,0.6398184912081679,0.30156929476271505,1.0,1.5629432624113475,1.0,0.10861968359292345,inf,0.5157011369788846,0.47133569739952713,1.0,0.7356678486997635,2,1
"education=tertiary, pdays_bin=never_contacted",previous_bin=0,0.22972206466250708,0.6398184912081679,0.22972206466250708,1.0,1.5629432624113475,1.0,0.0827416398529166,inf,0.4675994108983799,0.3590425531914893,1.0,0.6795212765957447,2,1
"education=tertiary, previous_bin=0",pdays_bin=never_contacted,0.22972206466250708,0.6398184912081679,0.22972206466250708,1.0,1.5629432624113475,1.0,0.0827416398529166,inf,0.4675994108983799,0.3590425531914893,1.0,0.6795212765957447,2,1
"default=no, pdays_bin=never_contacted",previous_bin=0,0.6309321232747211,0.6398184912081679,0.6309321232747211,1.0,1.5629432624113475,1.0,0.22725008410632325,inf,0.9759221311475409,0.9861111111111112,1.0,0.9930555555555556,2,1
"default=no, previous_bin=0",pdays_bin=never_contacted,0.6309321232747211,0.6398184912081679,0.6309321232747211,1.0,1.5629432624113475,1.0,0.22725008410632325,inf,0.9759221311475409,0.9861111111111112,1.0,0.9930555555555556,2,1
"housing=no, pdays_bin=never_contacted",previous_bin=0,0.3970504821327283,0.6398184912081679,0.3970504821327283,1.0,1.5629432624113475,1.0,0.14301024172109045,inf,0.5973659454374411,0.6205673758865248,1.0,0.8102836879432624,2,1
"housing=no, previous_bin=0",pdays_bin=never_contacted,0.3970504821327283,0.6398184912081679,0.3970504821327283,1.0,1.5629432624113475,1.0,0.14301024172109045,inf,0.5973659454374411,0.6205673758865248,1.0,0.8102836879432624,2,1
"housing=yes, pdays_bin=never_contacted",previous_bin=0,0.24276800907543958,0.6398184912081679,0.24276800907543958,1.0,1.5629432624113475,1.0,0.08744054779518101,inf,0.4756554307116104,0.37943262411347517,1.0,0.6897163120567376,2,1
"housing=yes, previous_bin=0",pdays_bin=never_contacted,0.24276800907543958,0.6398184912081679,0.24276800907543958,1.0,1.5629432624113475,1.0,0.08744054779518101,inf,0.4756554307116104,0.37943262411347517,1.0,0.6897163120567376,2,1
"loan=no, pdays_bin=never_contacted",previous_bin=0,0.5711854792966534,0.6398184912081679,0.5711854792966534,1.0,1.5629432624113475,1.0,0.20573044773305438,inf,0.8399470899470899,0.8927304964539008,1.0,0.9463652482269503,2,1
"loan=no, previous_bin=0",pdays_bin=never_contacted,0.5711854792966534,0.6398184912081679,0.5711854792966534,1.0,1.5629432624113475,1.0,0.20573044773305438,inf,0.8399470899470899,0.8927304964539008,1.0,0.9463652482269503,2,1
"loan=yes, pdays_bin=never_contacted",previous_bin=0,0.06863301191151447,0.6398184912081679,0.06863301191151447,1.0,1.5629432624113475,1.0,0.024720341783217067,inf,0.38672350791717425,0.10726950354609929,1.0,0.5536347517730497,2,1
"loan=yes, previous_bin=0",pdays_bin=never_contacted,0.06863301191151447,0.6398184912081679,0.06863301191151447,1.0,1.5629432624113475,1.0,0.024720341783217067,inf,0.38672350791717425,0.10726950354609929,1.0,0.5536347517730497,2,1
"contact=cellular, pdays_bin=never_contacted",previous_bin=0,0.4942333144261675,0.6398184912081679,0.4942333144261675,1.0,1.5629432624113475,1.0,0.17801370088520496,inf,0.7121495327102803,0.7724586288416075,1.0,0.8862293144208038,2,1
"contact=cellular, previous_bin=0",pdays_bin=never_contacted,0.4942333144261675,0.6398184912081679,0.4942333144261675,1.0,1.5629432624113475,1.0,0.17801370088520496,inf,0.7121495327102803,0.7724586288416075,1.0,0.8862293144208038,2,1
"contact=unknown, poutcome=unknown",previous_bin=0,0.09793911892607299,0.6398184912081679,0.09793911892607299,1.0,1.5629432624113475,1.0,0.03527585962453565,inf,0.39928736114022223,0.15307328605200946,1.0,0.5765366430260047,2,1
"contact=unknown, poutcome=unknown",pdays_bin=never_contacted,0.09793911892607299,0.6398184912081679,0.09793911892607299,1.0,1.5629432624113475,1.0,0.03527585962453565,inf,0.39928736114022223,0.15307328605200946,1.0,0.5765366430260047,2,1
"contact=unknown, duration_bin=high",previous_bin=0,0.055587067498581964,0.6398184912081679,0.055587067498581964,1.0,1.5629432624113475,1.0,0.02002143384095266,inf,0.38138138138138133,0.08687943262411348,1.0,0.5434397163120568,2,1
"contact=unknown, duration_bin=high",pdays_bin=never_contacted,0.055587067498581964,0.6398184912081679,0.055587067498581964,1.0,1.5629432624113475,1.0,0.02002143384095266,inf,0.38138138138138133,0.08687943262411348,1.0,0.5434397163120568,2,1
"contact=unknown, pdays_bin=never_contacted",previous_bin=0,0.09793911892607299,0.6398184912081679,0.09793911892607299,1.0,1.5629432624113475,1.0,0.03527585962453565,inf,0.39928736114022223,0.15307328605200946,1.0,0.5765366430260047,2,1
"contact=unknown, previous_bin=0",pdays_bin=never_contacted,0.09793911892607299,0.6398184912081679,0.09793911892607299,1.0,1.5629432624113475,1.0,0.03527585962453565,inf,0.39928736114022223,0.15307328605200946,1.0,0.5765366430260047,2,1
"month=apr, poutcome=unknown",previous_bin=0,0.07317073170731707,0.6398184912081679,0.07317073170731707,1.0,1.5629432624113475,1.0,0.02635474454574381,inf,0.3886168910648714,0.11436170212765956,1.0,0.5571808510638298,2,1
"month=apr, poutcome=unknown",pdays_bin=never_contacted,0.07317073170731707,0.6398184912081679,0.07317073170731707,1.0,1.5629432624113475,1.0,0.02635474454574381,inf,0.3886168910648714,0.11436170212765956,1.0,0.5571808510638298,2,1
"month=apr, pdays_bin=never_contacted",previous_bin=0,0.07317073170731707,0.6398184912081679,0.07317073170731707,1.0,1.5629432624113475,1.0,0.02635474454574381,inf,0.3886168910648714,0.11436170212765956,1.0,0.5571808510638298,2,1
"month=apr, previous_bin=0",pdays_bin=never_contacted,0.07317073170731707,0.6398184912081679,0.07317073170731707,1.0,1.5629432624113475,1.0,0.02635474454574381,inf,0.3886168910648714,0.11436170212765956,1.0,0.5571808510638298,2,1
"month=aug, pdays_bin=never_contacted",previous_bin=0,0.0858385328039327,0.6398184912081679,0.0858385328039327,1.0,1.5629432624113475,1.0,0.03091745225779765,inf,0.3940020682523268,0.13416075650118203,1.0,0.567080378250591,2,1
"month=aug, previous_bin=0",pdays_bin=never_contacted,0.0858385328039327,0.6398184912081679,0.0858385328039327,1.0,1.5629432624113475,1.0,0.03091745225779765,inf,0.3940020682523268,0.13416075650118203,1.0,0.567080378250591,2,1
"month=jul, poutcome=unknown",previous_bin=0,0.09283418415579504,0.6398184912081679,0.09283418415579504,1.0,1.5629432624113475,1.0,0.03343715651669305,inf,0.3970404335139642,0.14509456264775414,1.0,0.5725472813238771,2,1
"month=jul, poutcome=unknown",pdays_bin=never_contacted,0.09283418415579504,0.6398184912081679,0.09283418415579504,1.0,1.5629432624113475,1.0,0.03343715651669305,inf,0.3970404335139642,0.14509456264775414,1.0,0.5725472813238771,2,1
"month=jul, pdays_bin=never_contacted",previous_bin=0,0.09283418415579504,0.6398184912081679,0.09283418415579504,1.0,1.5629432624113475,1.0,0.03343715651669305,inf,0.3970404335139642,0.14509456264775414,1.0,0.5725472813238771,2,1
"month=jul, previous_bin=0",pdays_bin=never_contacted,0.09283418415579504,0.6398184912081679,0.09283418415579504,1.0,1.5629432624113475,1.0,0.03343715651669305,inf,0.3970404335139642,0.14509456264775414,1.0,0.5725472813238771,2,1
"month=jun, poutcome=unknown",previous_bin=0,0.07468330497258462,0.6398184912081679,0.07468330497258462,1.0,1.5629432624113475,1.0,0.026899545466586065,inf,0.38925214548426645,0.116725768321513,1.0,0.5583628841607565,2,1
"month=jun, poutcome=unknown",pdays_bin=never_contacted,0.07468330497258462,0.6398184912081679,0.07468330497258462,1.0,1.5629432624113475,1.0,0.026899545466586065,inf,0.38925214548426645,0.116725768321513,1.0,0.5583628841607565,2,1
"month=jun, pdays_bin=never_contacted",previous_bin=0,0.07468330497258462,0.6398184912081679,0.07468330497258462,1.0,1.5629432624113475,1.0,0.026899545466586065,inf,0.38925214548426645,0.116725768321513,1.0,0.5583628841607565,2,1
"month=jun, previous_bin=0",pdays_bin=never_contacted,0.07468330497258462,0.6398184912081679,0.07468330497258462,1.0,1.5629432624113475,1.0,0.026899545466586065,inf,0.38925214548426645,0.116725768321513,1.0,0.5583628841607565,2,1
"month=may, poutcome=unknown",previous_bin=0,0.11722442805823408,0.6398184912081679,0.11722442805823408,1.0,1.5629432624113475,1.0,0.042222071365274325,inf,0.4080102805739987,0.18321513002364068,1.0,0.5916075650118203,2,1
"month=may, poutcome=unknown",pdays_bin=never_contacted,0.11722442805823408,0.6398184912081679,0.11722442805823408,1.0,1.5629432624113475,1.0,0.042222071365274325,inf,0.4080102805739987,0.18321513002364068,1.0,0.5916075650118203,2,1
"month=may, pdays_bin=never_contacted",previous_bin=0,0.11722442805823408,0.6398184912081679,0.11722442805823408,1.0,1.5629432624113475,1.0,0.042222071365274325,inf,0.4080102805739987,0.18321513002364068,1.0,0.5916075650118203,2,1
"month=may, previous_bin=0",pdays_bin=never_contacted,0.11722442805823408,0.6398184912081679,0.11722442805823408,1.0,1.5629432624113475,1.0,0.042222071365274325,inf,0.4080102805739987,0.18321513002364068,1.0,0.5916075650118203,2,1
"age_bin=31-45, poutcome=unknown",previous_bin=0,0.28285120060502933,0.6398184912081679,0.28285120060502933,1.0,1.5629432624113475,1.0,0.10187777219750063,inf,0.5022409702082784,0.44208037825059104,1.0,0.7210401891252955,2,1
"age_bin=31-45, poutcome=unknown",pdays_bin=never_contacted,0.28285120060502933,0.6398184912081679,0.28285120060502933,1.0,1.5629432624113475,1.0,0.10187777219750063,inf,0.5022409702082784,0.44208037825059104,1.0,0.7210401891252955,2,1
"age_bin=46-60, poutcome=unknown",previous_bin=0,0.15711854792966534,0.6398184912081679,0.15711854792966534,1.0,1.5629432624113475,1.0,0.05659119565248864,inf,0.427321668909825,0.2455673758865248,1.0,0.6227836879432624,2,1
"age_bin=46-60, poutcome=unknown",pdays_bin=never_contacted,0.15711854792966534,0.6398184912081679,0.15711854792966534,1.0,1.5629432624113475,1.0,0.05659119565248864,inf,0.427321668909825,0.2455673758865248,1.0,0.6227836879432624,2,1
"balance_bin=low, poutcome=unknown",previous_bin=0,0.17337871053129136,0.6398184912081679,0.17337871053129136,1.0,1.5629432624113475,1.0,0.062447805551542834,inf,0.4357273559011894,0.2709810874704492,1.0,0.6354905437352246,2,1
"balance_bin=low, poutcome=unknown",pdays_bin=never_contacted,0.17337871053129136,0.6398184912081679,0.17337871053129136,1.0,1.5629432624113475,1.0,0.062447805551542834,inf,0.4357273559011894,0.2709810874704492,1.0,0.6354905437352246,2,1
"balance_bin=mid_high, poutcome=unknown",previous_bin=0,0.15447154471544716,0.6398184912081679,0.15447154471544716,1.0,1.5629432624113475,1.0,0.05563779404101471,inf,0.42598389982110907,0.24143026004728133,1.0,0.6207151300236406,2,1
"balance_bin=mid_high, poutcome=unknown",pdays_bin=never_contacted,0.15447154471544716,0.6398184912081679,0.15447154471544716,1.0,1.5629432624113475,1.0,0.05563779404101471,inf,0.42598389982110907,0.24143026004728133,1.0,0.6207151300236406,2,1
"duration_bin=mid_low, poutcome=unknown",previous_bin=0,0.12800151257326528,0.6398184912081679,0.12800151257326528,1.0,1.5629432624113475,1.0,0.04610377792627535,inf,0.41305290546400686,0.20005910165484636,1.0,0.6000295508274232,2,1
"duration_bin=mid_low, poutcome=unknown",pdays_bin=never_contacted,0.12800151257326528,0.6398184912081679,0.12800151257326528,1.0,1.5629432624113475,1.0,0.04610377792627535,inf,0.41305290546400686,0.20005910165484636,1.0,0.6000295508274232,2,1
"duration_bin=mid_high, poutcome=unknown",previous_bin=0,0.17394592550576668,0.6398184912081679,0.17394592550576668,1.0,1.5629432624113475,1.0,0.06265210589685867,inf,0.4360265506981002,0.2718676122931442,1.0,0.6359338061465721,2,1
"duration_bin=mid_high, poutcome=unknown",pdays_bin=never_contacted,0.17394592550576668,0.6398184912081679,0.17394592550576668,1.0,1.5629432624113475,1.0,0.06265210589685867,inf,0.4360265506981002,0.2718676122931442,1.0,0.6359338061465721,2,1
"campaign_bin=2-3, poutcome=unknown",previous_bin=0,0.24484779731518244,0.6398184912081679,0.24484779731518244,1.0,1.5629432624113475,1.0,0.08818964906133911,inf,0.47696544817225844,0.3826832151300236,1.0,0.6913416075650118,2,1
"campaign_bin=2-3, poutcome=unknown",pdays_bin=never_contacted,0.24484779731518244,0.6398184912081679,0.24484779731518244,1.0,1.5629432624113475,1.0,0.08818964906133911,inf,0.47696544817225844,0.3826832151300236,1.0,0.6913416075650118,2,1
"pdays_bin=never_contacted, poutcome=unknown",previous_bin=0,0.6398184912081679,0.6398184912081679,0.6398184912081679,1.0,1.5629432624113475,1.0,0.23045078951627146,inf,1.0,1.0,1.0,1.0,2,1
"poutcome=unknown, previous_bin=0",pdays_bin=never_contacted,0.6398184912081679,0.6398184912081679,0.6398184912081679,1.0,1.5629432624113475,1.0,0.23045078951627146,inf,1.0,1.0,1.0,1.0,2,1
pdays_bin=never_contacted,"poutcome=unknown, previous_bin=0",0.6398184912081679,0.6398184912081679,0.6398184912081679,1.0,1.5629432624113475,1.0,0.23045078951627146,inf,1.0,1.0,1.0,1.0,1,2
previous_bin=0,"pdays_bin=never_contacted, poutcome=unknown",0.6398184912081679,0.6398184912081679,0.6398184912081679,1.0,1.5629432624113475,1.0,0.23045078951627146,inf,1.0,1.0,1.0,1.0,1,2
"age_bin=<=30, pdays_bin=never_contacted",previous_bin=0,0.1461523917564757,0.6398184912081679,0.1461523917564757,1.0,1.5629432624113475,1.0,0.05264138897638235,inf,0.4218334809565988,0.22842789598108748,1.0,0.6142139479905437,2,1
"age_bin=<=30, previous_bin=0",pdays_bin=never_contacted,0.1461523917564757,0.6398184912081679,0.1461523917564757,1.0,1.5629432624113475,1.0,0.05264138897638235,inf,0.4218334809565988,0.22842789598108748,1.0,0.6142139479905437,2,1
"age_bin=31-45, pdays_bin=never_contacted",previous_bin=0,0.28285120060502933,0.6398184912081679,0.28285120060502933,1.0,1.5629432624113475,1.0,0.10187777219750063,inf,0.5022409702082784,0.44208037825059104,1.0,0.7210401891252955,2,1
"age_bin=31-45, previous_bin=0",pdays_bin=never_contacted,0.28285120060502933,0.6398184912081679,0.28285120060502933,1.0,1.5629432624113475,1.0,0.10187777219750063,inf,0.5022409702082784,0.44208037825059104,1.0,0.7210401891252955,2,1
"age_bin=46-60, pdays_bin=never_contacted",previous_bin=0,0.15711854792966534,0.6398184912081679,0.15711854792966534,1.0,1.5629432624113475,1.0,0.05659119565248864,inf,0.427321668909825,0.2455673758865248,1.0,0.6227836879432624,2,1
"age_bin=46-60, previous_bin=0",pdays_bin=never_contacted,0.15711854792966534,0.6398184912081679,0.15711854792966534,1.0,1.5629432624113475,1.0,0.05659119565248864,inf,0.427321668909825,0.2455673758865248,1.0,0.6227836879432624,2,1
"age_bin=61+, pdays_bin=never_contacted",previous_bin=0,0.053696350916997544,0.6398184912081679,0.053696350916997544,1.0,1.5629432624113475,1.0,0.01934043268989985,inf,0.38061938061938055,0.08392434988179669,1.0,0.5419621749408984,2,1
"age_bin=61+, previous_bin=0",pdays_bin=never_contacted,0.053696350916997544,0.6398184912081679,0.053696350916997544,1.0,1.5629432624113475,1.0,0.01934043268989985,inf,0.38061938061938055,0.08392434988179669,1.0,0.5419621749408984,2,1
"balance_bin=low, pdays_bin=never_contacted",previous_bin=0,0.17337871053129136,0.6398184912081679,0.17337871053129136,1.0,1.5629432624113475,1.0,0.062447805551542834,inf,0.4357273559011894,0.2709810874704492,1.0,0.6354905437352246,2,1
"balance_bin=low, previous_bin=0",pdays_bin=never_contacted,0.17337871053129136,0.6398184912081679,0.17337871053129136,1.0,1.5629432624113475,1.0,0.062447805551542834,inf,0.4357273559011894,0.2709810874704492,1.0,0.6354905437352246,2,1
"balance_bin=mid_low, pdays_bin=never_contacted",previous_bin=0,0.1591983361694082,0.6398184912081679,0.1591983361694082,1.0,1.5629432624113475,1.0,0.05734029691864674,inf,0.4283786822577018,0.24881796690307328,1.0,0.6244089834515366,2,1
"balance_bin=mid_low, previous_bin=0",pdays_bin=never_contacted,0.1591983361694082,0.6398184912081679,0.1591983361694082,1.0,1.5629432624113475,1.0,0.05734029691864674,inf,0.4283786822577018,0.24881796690307328,1.0,0.6244089834515366,2,1
"balance_bin=mid_high, pdays_bin=never_contacted",previous_bin=0,0.15447154471544716,0.6398184912081679,0.15447154471544716,1.0,1.5629432624113475,1.0,0.05563779404101471,inf,0.42598389982110907,0.24143026004728133,1.0,0.6207151300236406,2,1
"balance_bin=mid_high, previous_bin=0",pdays_bin=never_contacted,0.15447154471544716,0.6398184912081679,0.15447154471544716,1.0,1.5629432624113475,1.0,0.05563779404101471,inf,0.42598389982110907,0.24143026004728133,1.0,0.6207151300236406,2,1
"balance_bin=high, pdays_bin=never_contacted",previous_bin=0,0.15276989979202119,0.6398184912081679,0.15276989979202119,1.0,1.5629432624113475,1.0,0.05502489300506719,inf,0.4251283195715242,0.23877068557919623,1.0,0.6193853427895981,2,1
"balance_bin=high, previous_bin=0",pdays_bin=never_contacted,0.15276989979202119,0.6398184912081679,0.15276989979202119,1.0,1.5629432624113475,1.0,0.05502489300506719,inf,0.4251283195715242,0.23877068557919623,1.0,0.6193853427895981,2,1
"duration_bin=low, pdays_bin=never_contacted",previous_bin=0,0.13235016071090944,0.6398184912081679,0.13235016071090944,1.0,1.5629432624113475,1.0,0.047670080573696816,inf,0.4151231205055568,0.20685579196217493,1.0,0.6034278959810875,2,1
"duration_bin=low, previous_bin=0",pdays_bin=never_contacted,0.13235016071090944,0.6398184912081679,0.13235016071090944,1.0,1.5629432624113475,1.0,0.047670080573696816,inf,0.4151231205055568,0.20685579196217493,1.0,0.6034278959810875,2,1
"duration_bin=mid_low, pdays_bin=never_contacted",previous_bin=0,0.12800151257326528,0.6398184912081679,0.12800151257326528,1.0,1.5629432624113475,1.0,0.04610377792627535,inf,0.41305290546400686,0.20005910165484636,1.0,0.6000295508274232,2,1
"duration_bin=mid_low, previous_bin=0",pdays_bin=never_contacted,0.12800151257326528,0.6398184912081679,0.12800151257326528,1.0,1.5629432624113475,1.0,0.04610377792627535,inf,0.41305290546400686,0.20005910165484636,1.0,0.6000295508274232,2,1
"duration_bin=mid_high, pdays_bin=never_contacted",previous_bin=0,0.17394592550576668,0.6398184912081679,0.17394592550576668,1.0,1.5629432624113475,1.0,0.06265210589685867,inf,0.4360265506981002,0.2718676122931442,1.0,0.6359338061465721,2,1
"duration_bin=mid_high, previous_bin=0",pdays_bin=never_contacted,0.17394592550576668,0.6398184912081679,0.17394592550576668,1.0,1.5629432624113475,1.0,0.06265210589685867,inf,0.4360265506981002,0.2718676122931442,1.0,0.6359338061465721,2,1
"duration_bin=high, pdays_bin=never_contacted",previous_bin=0,0.20552089241822652,0.6398184912081679,0.20552089241822652,1.0,1.5629432624113475,1.0,0.07402482511944064,inf,0.45335554497858166,0.3212174940898345,1.0,0.6606087470449172,2,1
"duration_bin=high, previous_bin=0",pdays_bin=never_contacted,0.20552089241822652,0.6398184912081679,0.20552089241822652,1.0,1.5629432624113475,1.0,0.07402482511944064,inf,0.45335554497858166,0.3212174940898345,1.0,0.6606087470449172,2,1
"campaign_bin=1, pdays_bin=never_contacted",previous_bin=0,0.28795613537530723,0.6398184912081679,0.28795613537530723,1.0,1.5629432624113475,1.0,0.1037164753053432,inf,0.5058417419012214,0.4500591016548463,1.0,0.7250295508274232,2,1
