support,itemsets
0.13235016071090944,"campaign_bin=1, duration_bin=mid_low"
0.13216108905275098,"duration_bin=mid_high, housing=no, loan=no"
0.13197201739459255,"campaign_bin=1, default=no, duration_bin=mid_low"
0.13159387407827566,"campaign_bin=2-3, contact=cellular, education=tertiary"
0.13121573076195878,"age_bin=31-45, job=management"
0.13121573076195878,"duration_bin=high, marital=married"
0.13102665910380035,"default=no, job=blue-collar"
0.130459444129325,"duration_bin=mid_high, marital=married"
0.13027037247116657,"age_bin=31-45, default=no, job=management"
0.13027037247116657,"housing=no, previous_bin=2-5"
0.13027037247116657,"default=no, housing=no, previous_bin=2-5"
0.13027037247116657,"default=no, duration_bin=high, marital=married"
0.13008130081300814,month=aug
0.12970315749669126,"age_bin=<=30, housing=no, marital=single"
0.1295140858385328,"housing=yes, month=may"
0.1295140858385328,"age_bin=<=30, loan=no, poutcome=unknown"
0.12932501418037437,"age_bin=<=30, loan=no, pdays_bin=never_contacted"
0.12932501418037437,"age_bin=<=30, loan=no, previous_bin=0"
0.1291359425222159,"age_bin=31-45, education=secondary, poutcome=unknown"
0.1291359425222159,"age_bin=31-45, education=secondary, previous_bin=0"
0.1291359425222159,"default=no, month=aug"
0.1291359425222159,"age_bin=31-45, education=secondary, pdays_bin=never_contacted"
0.12894687086405748,"campaign_bin=2-3, housing=no, marital=married"
0.12875779920589903,"job=management, marital=married"
0.12837965588958214,"default=no, job=management, marital=married"
0.12837965588958214,"default=no, housing=yes, month=may"
0.1281905842314237,"education=tertiary, job=management, pdays_bin=never_contacted"
0.1281905842314237,"education=tertiary, job=management, previous_bin=0"
0.1281905842314237,"education=tertiary, job=management, poutcome=unknown"
0.12800151257326528,"duration_bin=mid_low, pdays_bin=never_contacted, previous_bin=0"
0.12800151257326528,"housing=yes, marital=single"
0.12800151257326528,"duration_bin=mid_low, previous_bin=0"
0.12800151257326528,"duration_bin=mid_low, poutcome=unknown, previous_bin=0"
0.12800151257326528,"duration_bin=mid_low, pdays_bin=never_contacted, poutcome=unknown"
0.12800151257326528,"duration_bin=mid_low, pdays_bin=never_contacted"
0.12800151257326528,"duration_bin=mid_low, poutcome=unknown"
0.12781244091510682,"default=no, duration_bin=mid_high, marital=married"
0.12743429759878994,"balance_bin=low, education=secondary"
0.1272452259406315,"default=no, duration_bin=mid_low, pdays_bin=never_contacted"
0.1272452259406315,"default=no, duration_bin=mid_low, previous_bin=0"
0.1272452259406315,"default=no, duration_bin=mid_low, poutcome=unknown"
0.12629986764983928,"campaign_bin=2-3, housing=yes, loan=no"
0.12611079599168085,"age_bin=31-45, duration_bin=high"
0.12535450935904707,"default=no, duration_bin=low, marital=married"
0.12535450935904707,"balance_bin=mid_low, campaign_bin=1"
0.12535450935904707,"duration_bin=low, marital=married"
0.12535450935904707,"default=no, housing=yes, marital=single"
0.12516543770088864,"campaign_bin=1, duration_bin=mid_low, loan=no"
0.12516543770088864,campaign_bin=4-10
0.12516543770088864,"contact=cellular, housing=no, poutcome=success"
0.1249763660427302,"balance_bin=mid_low, campaign_bin=1, default=no"
0.12478729438457176,"duration_bin=mid_low, loan=no, marital=married"
0.12478729438457176,"duration_bin=low, loan=no, poutcome=unknown"
0.12459822272641331,"age_bin=31-45, default=no, duration_bin=high"
0.12459822272641331,"age_bin=31-45, education=tertiary, housing=no"
0.12459822272641331,"contact=cellular, job=technician, loan=no"
0.12459822272641331,"housing=no, loan=no, previous_bin=2-5"
0.12459822272641331,"duration_bin=low, loan=no, previous_bin=0"
0.12459822272641331,"duration_bin=low, loan=no, pdays_bin=never_contacted"
0.12422007941009643,"balance_bin=low, marital=married"
0.12422007941009643,"campaign_bin=1, contact=cellular, duration_bin=low"
0.12422007941009643,"housing=yes, marital=married, poutcome=unknown"
0.12422007941009643,"campaign_bin=1, education=secondary, marital=married"
0.12403100775193798,"balance_bin=mid_high, loan=no, marital=married"
0.12403100775193798,"housing=yes, marital=married, previous_bin=0"
0.12403100775193798,"balance_bin=mid_low, contact=cellular, poutcome=unknown"
0.12403100775193798,"housing=yes, marital=married, pdays_bin=never_contacted"
0.12403100775193798,"age_bin=46-60, housing=no, marital=married"
0.12384193609377954,"balance_bin=mid_low, contact=cellular, pdays_bin=never_contacted"
0.12384193609377954,"balance_bin=mid_low, contact=cellular, previous_bin=0"
0.12384193609377954,"loan=no, month=aug"
0.12384193609377954,"education=tertiary, housing=no, marital=married"
0.1236528644356211,"contact=cellular, job=management, pdays_bin=never_contacted"
0.1236528644356211,"contact=cellular, job=management, poutcome=unknown"
0.1236528644356211,"contact=cellular, job=management, previous_bin=0"
0.1236528644356211,"balance_bin=mid_high, campaign_bin=1"
0.12346379277746265,"education=secondary, pdays_bin=91-365d"
0.12327472111930422,"campaign_bin=4-10, default=no"
0.12327472111930422,"campaign_bin=2-3, loan=no, marital=single"
0.12308564946114578,"balance_bin=mid_low, education=secondary"
0.12308564946114578,"default=no, loan=no, month=aug"
0.12308564946114578,"contact=cellular, month=aug"
0.12308564946114578,"duration_bin=high, education=secondary"
0.12289657780298734,"balance_bin=mid_high, campaign_bin=1, default=no"
0.12289657780298734,"default=no, education=secondary, pdays_bin=91-365d"
0.12289657780298734,"balance_bin=low, default=no, education=secondary"
0.12270750614482889,"age_bin=31-45, balance_bin=low"
0.12270750614482889,"balance_bin=mid_low, default=no, education=secondary"
0.12251843448667045,"balance_bin=low, housing=no, loan=no"
0.122329362828512,"age_bin=31-45, housing=no, marital=married"
0.12214029117035356,"contact=cellular, default=no, month=aug"
0.12195121951219512,"age_bin=31-45, job=management, loan=no"
0.12176214785403668,"campaign_bin=2-3, marital=married, poutcome=unknown"
0.12176214785403668,"campaign_bin=2-3, marital=married, pdays_bin=never_contacted"
0.12176214785403668,"campaign_bin=2-3, marital=married, previous_bin=0"
0.12138400453771979,"age_bin=<=30, contact=cellular, poutcome=unknown"
0.12138400453771979,"default=no, duration_bin=high, education=secondary"
0.12119493287956136,"age_bin=46-60, campaign_bin=1"
0.12119493287956136,"age_bin=<=30, contact=cellular, pdays_bin=never_contacted"
0.12119493287956136,"age_bin=<=30, contact=cellular, previous_bin=0"
0.12119493287956136,"campaign_bin=1, housing=no, marital=single"
0.12100586122140292,"balance_bin=low, default=no, marital=married"
0.12081678956324447,"contact=cellular, duration_bin=mid_high, housing=no"
0.12062771790508603,"balance_bin=low, contact=cellular, housing=no"
0.12043864624692759,"age_bin=31-45, pdays_bin=91-365d"
0.1200605029306107,"age_bin=46-60, campaign_bin=1, default=no"
0.11987143127245226,"duration_bin=mid_high, education=secondary"
0.11987143127245226,"campaign_bin=1, education=tertiary, housing=no"
0.11968235961429381,"contact=cellular, month=may"
0.11968235961429381,"age_bin=31-45, default=no, pdays_bin=91-365d"
0.11949328795613537,"duration_bin=mid_low, loan=no, pdays_bin=never_contacted"
0.11949328795613537,"duration_bin=mid_low, loan=no, poutcome=unknown"
0.11949328795613537,"duration_bin=mid_low, loan=no, previous_bin=0"
0.11930421629797694,"age_bin=31-45, campaign_bin=1, pdays_bin=never_contacted"
0.11930421629797694,"age_bin=31-45, campaign_bin=1, previous_bin=0"
0.11930421629797694,job=admin.
0.11930421629797694,"balance_bin=mid_high, education=secondary"
0.11930421629797694,"age_bin=31-45, campaign_bin=1, poutcome=unknown"
0.11892607298166005,"contact=cellular, default=no, month=may"
0.11892607298166005,"balance_bin=mid_high, default=no, education=secondary"
0.11873700132350161,"default=no, job=admin."
0.11854792966534317,"age_bin=46-60, education=secondary"
0.11854792966534317,month=jul
0.11835885800718472,"balance_bin=high, campaign_bin=1"
0.11835885800718472,"balance_bin=high, campaign_bin=1, default=no"
0.11816978634902628,"job=management, loan=no, marital=married"
0.11816978634902628,"age_bin=31-45, balance_bin=low, default=no"
0.11816978634902628,"age_bin=31-45, education=tertiary, job=management"
0.11816978634902628,"balance_bin=high, contact=cellular, poutcome=unknown"
0.11798071469086784,"age_bin=46-60, default=no, education=secondary"
0.11798071469086784,"balance_bin=high, contact=cellular, pdays_bin=never_contacted"
0.11798071469086784,"contact=cellular, housing=no, previous_bin=2-5"
0.11798071469086784,"balance_bin=high, contact=cellular, previous_bin=0"
0.11798071469086784,"age_bin=31-45, contact=cellular, job=management"
0.11779164303270939,"age_bin=<=30, marital=single, poutcome=unknown"
0.11779164303270939,"duration_bin=mid_high, loan=no, marital=married"
0.11760257137455095,"age_bin=<=30, marital=single, pdays_bin=never_contacted"
0.11760257137455095,"age_bin=<=30, marital=single, previous_bin=0"
0.11760257137455095,marital=divorced
0.11741349971639252,"balance_bin=mid_high, contact=cellular, poutcome=unknown"
0.11741349971639252,"age_bin=31-45, duration_bin=mid_high"
0.11741349971639252,"balance_bin=mid_high, contact=cellular, pdays_bin=never_contacted"
0.11741349971639252,"balance_bin=mid_high, contact=cellular, previous_bin=0"
0.11722442805823408,"month=may, poutcome=unknown, previous_bin=0"
0.11722442805823408,"campaign_bin=1, contact=cellular, duration_bin=mid_low"
0.11722442805823408,"month=may, pdays_bin=never_contacted, poutcome=unknown"
0.11722442805823408,"month=may, pdays_bin=never_contacted, previous_bin=0"
0.11722442805823408,"month=may, poutcome=unknown"
0.11722442805823408,"contact=cellular, loan=no, month=aug"
0.11722442805823408,"month=may, previous_bin=0"
0.11722442805823408,"month=may, pdays_bin=never_contacted"
0.11703535640007563,"duration_bin=low, loan=no, marital=married"
0.11684628474191719,"campaign_bin=1, duration_bin=mid_high"
0.11684628474191719,"age_bin=31-45, contact=cellular, pdays_bin=91-365d"
0.11684628474191719,poutcome=failure
0.11684628474191719,"balance_bin=low, campaign_bin=1"
0.1164681414256003,"default=no, duration_bin=mid_high, education=secondary"
0.11627906976744186,"age_bin=46-60, contact=cellular, poutcome=unknown"
0.11627906976744186,"default=no, poutcome=failure"
0.11627906976744186,"age_bin=46-60, contact=cellular, pdays_bin=never_contacted"
0.11627906976744186,"age_bin=46-60, contact=cellular, previous_bin=0"
0.11608999810928342,"education=tertiary, housing=yes"
0.11590092645112497,"default=no, month=may, pdays_bin=never_contacted"
0.11590092645112497,"age_bin=31-45, education=tertiary, pdays_bin=never_contacted"
0.11590092645112497,"age_bin=31-45, education=tertiary, previous_bin=0"
0.11590092645112497,"balance_bin=mid_low, marital=married"
0.11590092645112497,"default=no, month=may, poutcome=unknown"
0.11590092645112497,"age_bin=31-45, education=tertiary, poutcome=unknown"
0.11590092645112497,"default=no, month=may, previous_bin=0"
0.11571185479296653,"default=no, month=jul"
0.1155227831348081,"balance_bin=mid_low, default=no, marital=married"
0.1155227831348081,"default=no, marital=divorced"
0.11533371147664966,"balance_bin=mid_low, campaign_bin=1, loan=no"
0.11514463981849121,"housing=yes, loan=no, marital=single"
0.11476649650217433,"balance_bin=high, contact=cellular, marital=married"
0.11476649650217433,"campaign_bin=2-3, contact=cellular, marital=single"
0.11476649650217433,"balance_bin=mid_high, campaign_bin=1, loan=no"
0.11457742484401588,"default=no, education=tertiary, housing=yes"
0.11438835318585744,"contact=cellular, duration_bin=mid_low, marital=married"
0.11438835318585744,"campaign_bin=1, default=no, duration_bin=mid_high"
0.11438835318585744,"age_bin=31-45, balance_bin=mid_high"
0.114199281527699,"age_bin=<=30, education=secondary"
0.114199281527699,"contact=cellular, education=secondary, pdays_bin=91-365d"
0.11401020986954055,"duration_bin=high, housing=no"
0.11401020986954055,"age_bin=31-45, balance_bin=mid_high, default=no"
0.11363206655322367,"age_bin=31-45, default=no, duration_bin=mid_high"
0.11363206655322367,"job=blue-collar, loan=no"
0.11344299489506524,"age_bin=31-45, housing=yes, marital=married"
0.11344299489506524,"balance_bin=low, campaign_bin=1, default=no"
0.11344299489506524,"contact=cellular, job=management, marital=married"
0.11306485157874835,"balance_bin=high, campaign_bin=1, loan=no"
0.1128757799205899,"duration_bin=high, housing=yes, poutcome=unknown"
0.1128757799205899,"education=tertiary, housing=no, marital=single"
0.11268670826243146,"duration_bin=high, housing=yes, previous_bin=0"
0.11268670826243146,"duration_bin=high, housing=yes, pdays_bin=never_contacted"
0.11249763660427302,"default=no, marital=married, previous_bin=2-5"
0.11249763660427302,"default=no, education=tertiary, pdays_bin=91-365d"
0.11249763660427302,"education=tertiary, pdays_bin=91-365d"
0.11249763660427302,"education=secondary, loan=no, pdays_bin=91-365d"
0.11249763660427302,"marital=married, previous_bin=2-5"
0.11230856494611458,"default=no, duration_bin=high, housing=no"
0.11230856494611458,"age_bin=<=30, default=no, education=secondary"
0.11230856494611458,"campaign_bin=2-3, education=secondary, poutcome=unknown"
0.11230856494611458,"contact=cellular, duration_bin=low, poutcome=unknown"
0.11230856494611458,"campaign_bin=2-3, education=secondary, pdays_bin=never_contacted"
0.11230856494611458,"housing=no, pdays_bin=91-365d, poutcome=success"
0.11230856494611458,"campaign_bin=2-3, education=secondary, previous_bin=0"
0.11211949328795613,"contact=cellular, duration_bin=low, previous_bin=0"
0.11211949328795613,"contact=cellular, duration_bin=low, pdays_bin=never_contacted"
0.11193042162979769,"default=no, job=blue-collar, loan=no"
0.11174134997163924,education=primary
0.11174134997163924,"duration_bin=high, housing=yes, loan=no"
0.11174134997163924,"age_bin=31-45, loan=no, pdays_bin=91-365d"
0.11136320665532237,"age_bin=31-45, education=secondary, marital=married"
0.11136320665532237,"campaign_bin=1, job=management"
0.11117413499716393,"default=no, duration_bin=low, education=tertiary"
0.11117413499716393,"balance_bin=low, housing=yes"
0.11117413499716393,"campaign_bin=1, marital=single, poutcome=unknown"
0.11117413499716393,"duration_bin=low, education=tertiary"
0.11098506333900549,"balance_bin=high, education=tertiary"
0.11098506333900549,"campaign_bin=1, marital=single, pdays_bin=never_contacted"
0.11098506333900549,"balance_bin=high, default=no, education=tertiary"
0.11098506333900549,"campaign_bin=1, marital=single, previous_bin=0"
0.11079599168084704,"campaign_bin=1, default=no, job=management"
0.1106069200226886,"campaign_bin=4-10, loan=no"
0.1106069200226886,"contact=cellular, duration_bin=low, marital=married"
0.1106069200226886,"default=no, education=primary"
0.11041784836453016,"education=secondary, marital=single, poutcome=unknown"
0.11041784836453016,"duration_bin=mid_low, education=secondary"
0.11022877670637171,"duration_bin=high, loan=no, marital=married"
0.11022877670637171,"contact=cellular, duration_bin=mid_low, pdays_bin=never_contacted"
0.11022877670637171,"contact=cellular, duration_bin=mid_low, previous_bin=0"
0.11022877670637171,"housing=yes, loan=no, month=may"
0.11022877670637171,"education=secondary, marital=single, pdays_bin=never_contacted"
0.11022877670637171,"default=no, duration_bin=mid_low, education=secondary"
0.11022877670637171,"contact=cellular, duration_bin=mid_low, poutcome=unknown"
0.11022877670637171,previous_bin=1
0.11022877670637171,"education=secondary, marital=single, previous_bin=0"
0.11003970504821327,"age_bin=<=30, campaign_bin=1"
0.10985063339005482,"balance_bin=mid_high, contact=cellular, marital=married"
0.10985063339005482,"duration_bin=low, education=secondary"
0.10985063339005482,"default=no, duration_bin=low, education=secondary"
0.1096615617318964,"age_bin=31-45, education=secondary, housing=yes"
0.10947249007373795,"default=no, previous_bin=1"
0.10928341841557951,"balance_bin=mid_high, education=secondary, loan=no"
0.10928341841557951,"campaign_bin=4-10, default=no, loan=no"
0.10928341841557951,"campaign_bin=1, duration_bin=low, housing=no"
0.10909434675742107,"campaign_bin=2-3, pdays_bin=91-365d"
0.10909434675742107,month=apr
0.10890527509926262,"age_bin=<=30, campaign_bin=1, default=no"
0.10871620344110418,"age_bin=31-45, campaign_bin=2-3, pdays_bin=never_contacted"
0.10871620344110418,"age_bin=46-60, marital=married, pdays_bin=never_contacted"
0.10871620344110418,"age_bin=31-45, campaign_bin=2-3, poutcome=unknown"
0.10871620344110418,"age_bin=31-45, campaign_bin=2-3, previous_bin=0"
0.10871620344110418,"age_bin=46-60, marital=married, previous_bin=0"
0.10871620344110418,"age_bin=46-60, marital=married, poutcome=unknown"
0.10871620344110418,"campaign_bin=2-3, default=no, pdays_bin=91-365d"
0.10871620344110418,"balance_bin=mid_low, education=secondary, loan=no"
0.10833806012478729,"contact=cellular, poutcome=failure"
0.1079599168084704,"default=no, month=apr"
0.1079599168084704,"campaign_bin=2-3, contact=cellular, housing=yes"
0.10777084515031196,"age_bin=46-60, housing=no, poutcome=unknown"
0.10777084515031196,"balance_bin=high, education=tertiary, loan=no"
0.10777084515031196,"age_bin=46-60, housing=no, previous_bin=0"
0.10777084515031196,"age_bin=46-60, housing=no, pdays_bin=never_contacted"
0.10777084515031196,"contact=cellular, default=no, poutcome=failure"
0.10739270183399509,"duration_bin=mid_high, housing=yes"
0.10739270183399509,"contact=cellular, education=tertiary, pdays_bin=91-365d"
0.10720363017583664,"campaign_bin=1, default=no, previous_bin=2-5"
0.10720363017583664,"balance_bin=mid_low, campaign_bin=1, contact=cellular"
0.10720363017583664,"campaign_bin=1, previous_bin=2-5"
0.10682548685951976,"balance_bin=low, default=no, housing=yes"
0.10663641520136131,"duration_bin=high, marital=married, poutcome=unknown"
0.10663641520136131,"duration_bin=low, housing=no, poutcome=unknown"
0.10663641520136131,"age_bin=31-45, campaign_bin=1, housing=no"
0.10644734354320287,"duration_bin=high, marital=married, pdays_bin=never_contacted"
0.10644734354320287,"education=tertiary, job=management, marital=married"
0.10644734354320287,"duration_bin=high, marital=married, previous_bin=0"
0.10644734354320287,"duration_bin=low, housing=no, pdays_bin=never_contacted"
0.10644734354320287,"duration_bin=low, housing=no, previous_bin=0"
0.10625827188504443,"education=tertiary, loan=no, pdays_bin=91-365d"
0.10625827188504443,"age_bin=46-60, campaign_bin=1, loan=no"
0.10625827188504443,"duration_bin=low, education=tertiary, loan=no"
0.10625827188504443,"age_bin=31-45, balance_bin=mid_low"
0.10625827188504443,"age_bin=31-45, balance_bin=mid_high, loan=no"
0.10606920022688598,"balance_bin=high, housing=no, poutcome=unknown"
0.10606920022688598,"balance_bin=high, housing=no, pdays_bin=never_contacted"
0.10606920022688598,"balance_bin=high, housing=no, previous_bin=0"
0.10588012856872754,"loan=no, poutcome=failure"
0.10588012856872754,"age_bin=31-45, balance_bin=mid_low, default=no"
0.10588012856872754,"campaign_bin=1, housing=yes, pdays_bin=never_contacted"
0.10588012856872754,"campaign_bin=1, housing=yes, previous_bin=0"
0.10588012856872754,"campaign_bin=1, housing=yes, poutcome=unknown"
0.10588012856872754,"age_bin=31-45, duration_bin=mid_high, loan=no"
0.10569105691056911,"campaign_bin=2-3, duration_bin=high"
0.10569105691056911,"education=secondary, housing=yes, marital=married"
0.10569105691056911,"campaign_bin=1, duration_bin=mid_high, loan=no"
0.10550198525241067,"job=technician, poutcome=unknown, previous_bin=0"
0.10550198525241067,"job=technician, poutcome=unknown"
0.10550198525241067,"age_bin=31-45, duration_bin=high, loan=no"
0.10550198525241067,"default=no, loan=no, poutcome=failure"
0.10550198525241067,"job=technician, previous_bin=0"
0.10550198525241067,"job=technician, pdays_bin=never_contacted, previous_bin=0"
0.10550198525241067,"job=technician, pdays_bin=never_contacted"
0.10550198525241067,"job=technician, pdays_bin=never_contacted, poutcome=unknown"
0.10531291359425222,"balance_bin=mid_low, marital=single"
0.10531291359425222,"campaign_bin=1, default=no, poutcome=success"
0.10531291359425222,"campaign_bin=1, poutcome=success"
0.10531291359425222,"contact=cellular, loan=no, month=may"
0.10531291359425222,"balance_bin=mid_low, loan=no, marital=married"
0.10512384193609378,"balance_bin=mid_low, default=no, marital=single"
0.10493477027793534,"contact=cellular, month=jul"
0.10493477027793534,"loan=no, marital=divorced"
0.10493477027793534,"campaign_bin=2-3, default=no, duration_bin=high"
0.1047456986197769,"housing=no, month=aug"
0.1047456986197769,"duration_bin=mid_high, education=secondary, loan=no"
0.10398941198714312,"age_bin=46-60, education=secondary, loan=no"
0.10398941198714312,"balance_bin=low, loan=no, marital=married"
0.10398941198714312,"balance_bin=mid_high, campaign_bin=1, contact=cellular"
0.10398941198714312,"default=no, housing=no, month=aug"
0.10380034032898469,"balance_bin=low, contact=cellular, education=secondary"
0.10380034032898469,"default=no, duration_bin=mid_high, housing=yes"
0.10361126867082625,"housing=no, pdays_bin=91-365d, previous_bin=2-5"
0.10361126867082625,"default=no, job=technician, previous_bin=0"
0.10361126867082625,"loan=no, previous_bin=1"
0.10361126867082625,"default=no, job=technician, pdays_bin=never_contacted"
0.10361126867082625,"job=admin., loan=no"
0.10361126867082625,"default=no, job=technician, poutcome=unknown"
0.1034221970126678,"marital=married, poutcome=success"
0.1034221970126678,"loan=no, month=may, poutcome=unknown"
0.1034221970126678,"loan=no, month=may, previous_bin=0"
0.1034221970126678,"loan=no, month=may, pdays_bin=never_contacted"
0.1034221970126678,"default=no, marital=married, poutcome=success"
0.1034221970126678,"default=no, loan=no, marital=divorced"
0.1034221970126678,"default=no, job=admin., loan=no"
0.1034221970126678,"balance_bin=mid_low, contact=cellular, education=secondary"
0.10323312535450936,"contact=cellular, duration_bin=low, education=tertiary"
0.10323312535450936,"age_bin=31-45, duration_bin=high, previous_bin=0"
0.10323312535450936,"duration_bin=high, education=secondary, previous_bin=0"
0.10323312535450936,"duration_bin=high, education=secondary, poutcome=unknown"
0.10323312535450936,"balance_bin=low, education=secondary, loan=no"
0.10323312535450936,"age_bin=31-45, duration_bin=high, poutcome=unknown"
0.10323312535450936,"duration_bin=high, education=secondary, pdays_bin=never_contacted"
0.10323312535450936,"age_bin=31-45, duration_bin=high, pdays_bin=never_contacted"
0.10323312535450936,month=jun
0.10304405369635092,"age_bin=31-45, campaign_bin=1, marital=married"
0.10304405369635092,"default=no, loan=no, previous_bin=1"
0.10285498203819247,"campaign_bin=1, job=management, loan=no"
0.10266591038003403,"loan=no, marital=married, previous_bin=2-5"
0.10266591038003403,"age_bin=31-45, balance_bin=low, loan=no"
0.10266591038003403,"contact=cellular, duration_bin=mid_high, marital=married"
0.10266591038003403,"education=tertiary, marital=married, poutcome=unknown"
0.10247683872187559,"campaign_bin=2-3, loan=no, pdays_bin=91-365d"
0.10247683872187559,"duration_bin=mid_low, education=secondary, loan=no"
0.10247683872187559,"education=tertiary, marital=married, pdays_bin=never_contacted"
0.10247683872187559,"education=tertiary, marital=married, previous_bin=0"
0.10247683872187559,"age_bin=31-45, balance_bin=low, contact=cellular"
0.10228776706371714,"loan=no, month=apr"
0.10228776706371714,"education=primary, loan=no"
0.1020986954055587,"education=tertiary, housing=yes, loan=no"
0.1020986954055587,"campaign_bin=2-3, education=tertiary, housing=no"
0.1020986954055587,"contact=cellular, default=no, month=jul"
0.10172055208924183,"age_bin=<=30, campaign_bin=1, loan=no"
0.10153148043108338,"contact=cellular, previous_bin=1"
0.10153148043108338,"poutcome=success, previous_bin=2-5"
0.10153148043108338,"default=no, poutcome=success, previous_bin=2-5"
0.10153148043108338,"default=no, loan=no, month=apr"
0.10153148043108338,"default=no, education=primary, loan=no"
0.10153148043108338,"housing=no, marital=married, pdays_bin=91-365d"
0.10134240877292494,"default=no, month=jun"
0.1011533371147665,"balance_bin=high, housing=no, marital=married"
0.10096426545660805,"contact=cellular, housing=yes, marital=single"
0.10096426545660805,"balance_bin=low, contact=cellular, marital=married"
0.10077519379844961,"contact=cellular, month=apr"
0.10077519379844961,"contact=cellular, marital=married, previous_bin=2-5"
0.10077519379844961,"contact=cellular, default=no, previous_bin=1"
0.10058612214029117,"campaign_bin=1, loan=no, poutcome=success"
0.10058612214029117,"campaign_bin=2-3, contact=cellular, pdays_bin=91-365d"
0.10058612214029117,"housing=no, loan=no, month=aug"
0.10058612214029117,"duration_bin=high, education=secondary, loan=no"
0.10039705048213272,"age_bin=31-45, duration_bin=low"
0.10039705048213272,"age_bin=31-45, default=no, duration_bin=low"
0.10020797882397428,contact=unknown
0.10020797882397428,"education=tertiary, marital=single, pdays_bin=never_contacted"
0.10020797882397428,"education=tertiary, marital=single, previous_bin=0"
0.10020797882397428,"education=tertiary, marital=single, poutcome=unknown"
0.10001890716581584,"contact=cellular, job=admin."
0.10001890716581584,"age_bin=31-45, balance_bin=high, default=no"
0.10001890716581584,"age_bin=31-45, balance_bin=high"
0.09982983550765741,"duration_bin=low, education=secondary, loan=no"
0.09964076384949896,"duration_bin=mid_low, education=tertiary"
0.09964076384949896,"age_bin=31-45, marital=single, poutcome=unknown"
0.09964076384949896,"duration_bin=mid_low, housing=no, marital=married"
0.09964076384949896,"age_bin=31-45, marital=single, previous_bin=0"
0.09964076384949896,"age_bin=31-45, marital=single, pdays_bin=never_contacted"
0.09964076384949896,"contact=cellular, default=no, month=apr"
0.09945169219134052,"age_bin=31-45, duration_bin=mid_low"
0.09945169219134052,"campaign_bin=1, loan=no, previous_bin=2-5"
0.09945169219134052,"campaign_bin=4-10, contact=cellular"
0.09945169219134052,"contact=cellular, default=no, job=admin."
0.09945169219134052,"age_bin=31-45, default=no, duration_bin=mid_low"
0.09926262053318208,"balance_bin=low, campaign_bin=1, loan=no"
0.09926262053318208,"duration_bin=high, housing=no, loan=no"
0.09926262053318208,"duration_bin=mid_high, housing=no, poutcome=unknown"
0.09926262053318208,"campaign_bin=1, contact=cellular, previous_bin=2-5"
0.09926262053318208,"duration_bin=mid_high, housing=no, previous_bin=0"
0.09926262053318208,"duration_bin=mid_high, housing=no, pdays_bin=never_contacted"
0.09926262053318208,"age_bin=<=30, education=secondary, loan=no"
0.09926262053318208,"campaign_bin=1, contact=cellular, job=management"
0.09907354887502363,"job=blue-collar, poutcome=unknown, previous_bin=0"
0.09907354887502363,"job=blue-collar, pdays_bin=never_contacted, poutcome=unknown"
0.09907354887502363,"default=no, duration_bin=low, marital=single"
0.09907354887502363,"job=blue-collar, pdays_bin=never_contacted, previous_bin=0"
0.09907354887502363,"job=blue-collar, poutcome=unknown"
0.09907354887502363,"job=blue-collar, previous_bin=0"
0.09907354887502363,"job=blue-collar, pdays_bin=never_contacted"
0.09907354887502363,"duration_bin=low, marital=single"
0.09907354887502363,"default=no, duration_bin=mid_low, education=tertiary"
0.09888447721686519,"balance_bin=mid_high, housing=no, previous_bin=0"
0.09888447721686519,"balance_bin=mid_high, housing=no, pdays_bin=never_contacted"
0.09888447721686519,"balance_bin=mid_high, housing=no, poutcome=unknown"
0.09869540555870675,"age_bin=<=30, campaign_bin=1, contact=cellular"
0.09869540555870675,"balance_bin=high, campaign_bin=2-3, default=no"
0.09869540555870675,"balance_bin=high, campaign_bin=2-3"
0.0985063339005483,"campaign_bin=4-10, poutcome=unknown"
0.0985063339005483,"duration_bin=mid_low, housing=no, previous_bin=0"
0.0985063339005483,"duration_bin=mid_low, housing=no, poutcome=unknown"
0.0985063339005483,"duration_bin=mid_low, housing=no, pdays_bin=never_contacted"
0.0985063339005483,"contact=cellular, duration_bin=mid_low, education=secondary"
0.0985063339005483,"contact=cellular, housing=no, month=aug"
0.09831726224238986,"campaign_bin=4-10, poutcome=unknown, previous_bin=0"
0.09831726224238986,"campaign_bin=4-10, pdays_bin=never_contacted, poutcome=unknown"
0.09831726224238986,"campaign_bin=4-10, pdays_bin=never_contacted, previous_bin=0"
0.09831726224238986,"campaign_bin=4-10, previous_bin=0"
0.09831726224238986,"campaign_bin=4-10, pdays_bin=never_contacted"
0.09812819058423142,"housing=no, job=management, previous_bin=0"
0.09812819058423142,"campaign_bin=1, housing=no, pdays_bin=91-365d"
0.09812819058423142,"campaign_bin=4-10, contact=cellular, default=no"
0.09812819058423142,"housing=no, job=management, pdays_bin=never_contacted"
0.09812819058423142,"housing=no, job=management, poutcome=unknown"
0.09793911892607299,"campaign_bin=1, education=tertiary, previous_bin=0"
0.09793911892607299,"education=secondary, job=technician"
0.09793911892607299,"contact=unknown, poutcome=unknown, previous_bin=0"
0.09793911892607299,"contact=unknown, pdays_bin=never_contacted, poutcome=unknown"
0.09793911892607299,"contact=unknown, pdays_bin=never_contacted, previous_bin=0"
0.09793911892607299,"campaign_bin=1, education=tertiary, pdays_bin=never_contacted"
0.09793911892607299,"campaign_bin=1, education=tertiary, poutcome=unknown"
